Id;Id_bat;Time;x1;x2;x3;x4;x5
183;1;08/01/2016 15:00;16.6;8.3;23.3;645.8;555.599
184;1;08/01/2016 16:00;16.4;8.1;23.3;673.933;247.461
185;1;08/01/2016 17:00;16.3;7.9;23.3;656.233;131.137
186;1;08/01/2016 18:00;16.3;7.5;23.3;606.217;120
187;1;08/01/2016 19:00;12.5;7.1;23.1;554.15;120
188;1;08/01/2016 20:00;1.6;6.6;23;665.617;120
189;1;08/01/2016 21:00;1.4;6.6;22.7;632.267;120
190;1;08/01/2016 22:00;1.6;5.6;22.6;599.967;120
191;1;08/01/2016 23:00;1.4;5;22.4;581.233;120
192;1;09/01/2016 00:00;1.5;5.6;22.3;557.267;120
193;1;09/01/2016 01:00;1.6;5.4;22.2;536.433;120
194;1;09/01/2016 02:00;1.3;4.9;22.1;524.983;120
195;1;09/01/2016 03:00;1.6;4.5;22;502.067;120
196;1;09/01/2016 04:00;1.3;4.2;21.9;494.767;120
197;1;09/01/2016 05:00;1.5;4.7;21.8;473.917;120
198;1;09/01/2016 06:00;1.4;5.5;21.7;467.683;120
199;1;09/01/2016 07:00;1.5;6.2;21.7;463.517;120
200;1;09/01/2016 08:00;1.7;6.6;21.7;448.917;120
201;1;09/01/2016 09:00;1.3;7;21.6;443.733;120
202;1;09/01/2016 10:00;1.3;7.7;21.6;437.483;120
203;1;09/01/2016 11:00;1.7;8.8;21.4;427.05;298.199
204;1;09/01/2016 12:00;1.3;10.1;21.5;414.567;779.586
205;1;09/01/2016 13:00;1.5;10.6;21.6;410.383;483.823
206;1;09/01/2016 14:00;1.6;11.3;21.7;396.85;535.798
207;1;09/01/2016 15:00;1.3;11.3;21.8;396.833;613.761
208;1;09/01/2016 16:00;1.6;11.1;21.8;394.75;296.961
209;1;09/01/2016 17:00;1.3;10.6;21.8;393.717;157.124
210;1;09/01/2016 18:00;1.6;10;21.7;384.367;120
211;1;09/01/2016 19:00;1.4;10.4;21.7;387.483;120
212;1;09/01/2016 20:00;1.4;10.3;21.6;380.167;120
213;1;09/01/2016 21:00;1.5;10.2;21.6;382.267;120
214;1;09/01/2016 22:00;1.3;9.8;21.5;381.217;120
215;1;09/01/2016 23:00;1.6;8;21.5;372.883;120
216;1;10/01/2016 00:00;1.5;7.3;21.4;373.95;120
217;1;10/01/2016 01:00;1.3;7.5;21.4;368.733;120
218;1;10/01/2016 02:00;1.7;7.8;21.3;367.683;120
219;1;10/01/2016 03:00;1.4;7.2;21.3;370.817;120
220;1;10/01/2016 04:00;1.4;6.3;21.2;360.383;120
221;1;10/01/2016 05:00;1.5;6;21.2;363.533;120
222;1;10/01/2016 06:00;1.4;5.6;21.2;364.567;120
223;1;10/01/2016 07:00;1.6;5.2;21.1;363.517;120
224;1;10/01/2016 08:00;1.3;5.1;21;360.4;120
225;1;10/01/2016 09:00;1.5;5;21;364.567;120
226;1;10/01/2016 10:00;1.6;5.4;20.9;362.467;183.112
227;1;10/01/2016 11:00;1.3;6.7;20.9;361.417;217.761
228;1;10/01/2016 12:00;1.4;8.1;20.9;358.283;367.499
229;1;10/01/2016 13:00;1.5;8;20.9;357.283;178.161
230;1;10/01/2016 14:00;1.5;8.1;21;355.183;358.836
231;1;10/01/2016 15:00;1.4;7.9;21;356.233;476.399
232;1;10/01/2016 16:00;1.4;7.4;21;354.15;157.124
233;1;10/01/2016 17:00;1.6;6.4;21;354.15;121.237
234;1;10/01/2016 18:00;1.4;5.5;20.9;355.183;120
235;1;10/01/2016 19:00;1.5;4.8;20.9;355.183;100
236;1;10/01/2016 20:00;1.4;4.4;20.8;359.35;20
237;1;10/01/2016 21:00;1.5;4.1;20.8;357.267;20
238;1;10/01/2016 22:00;1.6;4.5;20.7;356.25;20
239;1;10/01/2016 23:00;1.2;4.4;20.7;360.4;20
240;1;11/01/2016 00:00;1.8;4.8;20.6;357.267;20
241;1;11/01/2016 01:00;1.2;6;20.6;363.5;20
242;1;11/01/2016 02:00;1.7;6.6;20.6;355.183;20
243;1;11/01/2016 03:00;1.3;6.8;20.6;357.267;20
244;1;11/01/2016 04:00;1.5;7.1;20.6;358.3;20
245;1;11/01/2016 05:00;8.9;7.2;20.8;354.15;20
246;1;11/01/2016 06:00;11.6;6.7;21.2;363.517;20
247;1;11/01/2016 07:00;11.9;6.7;21.6;359.35;20
248;1;11/01/2016 08:00;13.8;7;21.7;384.333;20
249;1;11/01/2016 09:00;17.8;7.4;22.3;459.35;20
250;1;11/01/2016 10:00;17.5;7.6;22.5;538.517;26.187
251;1;11/01/2016 11:00;17.7;7.7;22.5;592.683;24.95
252;1;11/01/2016 12:00;17.7;7.1;22.7;604.15;36.087
253;1;11/01/2016 13:00;17.8;7.9;22.7;580.183;47.225
254;1;11/01/2016 14:00;17.5;8.4;22.8;619.767;48.462
255;1;11/01/2016 15:00;17.8;8.8;22.9;636.433;42.275
256;1;11/01/2016 16:00;17.6;9.1;23.1;657.25;39.8
257;1;11/01/2016 17:00;17.7;8.8;23.1;660.383;20
258;1;11/01/2016 18:00;17.7;8;23.1;617.683;20
259;1;11/01/2016 19:00;13.7;7.9;22.9;524.983;20
260;1;11/01/2016 20:00;1.5;7.7;22.7;672.9;20
261;1;11/01/2016 21:00;1.4;7.1;22.4;619.783;20
262;1;11/01/2016 22:00;1.5;7.3;22.2;581.217;20
263;1;11/01/2016 23:00;1.6;7.2;22.1;568.733;20
264;1;12/01/2016 00:00;1.2;7.1;21.9;542.683;20
265;1;12/01/2016 01:00;1.4;7;21.9;522.883;20
266;1;12/01/2016 02:00;1.5;6.5;21.7;504.15;20
267;1;12/01/2016 03:00;1.4;5.7;21.7;480.183;20
268;1;12/01/2016 04:00;1.4;6;21.6;462.483;20
269;1;12/01/2016 05:00;1.6;6.8;21.5;452.033;20
270;1;12/01/2016 06:00;1.5;6.9;21.8;451.033;20
271;1;12/01/2016 07:00;1.3;6.5;22.1;447.9;20
272;1;12/01/2016 08:00;5;6.1;22.2;463.517;20
273;1;12/01/2016 09:00;16.6;6.6;22.4;489.533;20
274;1;12/01/2016 10:00;16.8;7.1;22.7;573.933;67.025
275;1;12/01/2016 11:00;16.8;7.4;22.7;634.35;49.7
276;1;12/01/2016 12:00;16.6;8.2;22.7;626;78.162
277;1;12/01/2016 13:00;16.7;8.1;22.8;602.067;107.862
278;1;12/01/2016 14:00;16.8;7.7;22.8;652.05;192.012
279;1;12/01/2016 15:00;16.6;7.6;23;667.667;75.687
280;1;12/01/2016 16:00;17.1;7.4;23.1;670.817;42.275
281;1;12/01/2016 17:00;16.4;6.7;23.1;664.567;20
282;1;12/01/2016 18:00;16.8;6.3;23;613.517;20
283;1;12/01/2016 19:00;12.9;6.4;22.9;540.6;20
284;1;12/01/2016 20:00;1.5;6.5;22.6;664.55;20
285;1;12/01/2016 21:00;1.6;5.8;22.2;628.1;20
286;1;12/01/2016 22:00;1.5;5.9;21.9;581.233;20
287;1;12/01/2016 23:00;1.4;5.5;21.8;564.55;20
288;1;13/01/2016 00:00;1.5;5.7;21.7;531.233;20
289;1;13/01/2016 01:00;1.6;5.7;21.5;507.267;20
290;1;13/01/2016 02:00;1.5;5.8;21.5;488.5;20
291;1;13/01/2016 03:00;1.4;6.3;21.4;471.85;20
292;1;13/01/2016 04:00;1.5;5.9;21.3;459.333;20
293;1;13/01/2016 05:00;1.4;6;21.3;452.05;20
294;1;13/01/2016 06:00;1.5;5.6;21.6;446.833;20
295;1;13/01/2016 07:00;1.5;5.4;21.9;444.75;20
296;1;13/01/2016 08:00;3.5;4.3;22.1;463.5;20
297;1;13/01/2016 09:00;6.9;3.6;22.3;504.15;20
298;1;13/01/2016 10:00;6.8;4.3;22.6;605.183;45.987
299;1;13/01/2016 11:00;6.9;5;22.5;691.633;88.062
300;1;13/01/2016 12:00;8.1;6.1;22.6;735.383;104.15
301;1;13/01/2016 13:00;12.1;6.3;22.7;697.883;91.775
302;1;13/01/2016 14:00;12.2;6.8;22.8;696.85;81.875
303;1;13/01/2016 15:00;12.3;6.9;23;708.3;74.45
304;1;13/01/2016 16:00;12.7;7.3;23.2;728.083;45.987
305;1;13/01/2016 17:00;12.4;6.7;23.3;708.317;20
306;1;13/01/2016 18:00;12.4;5.7;23.2;662.467;20
307;1;13/01/2016 19:00;8.8;4.8;22.9;609.35;20
308;1;13/01/2016 20:00;1.6;4.5;22.7;742.667;20
309;1;13/01/2016 21:00;1.4;4;22.3;687.467;20
310;1;13/01/2016 22:00;1.7;3.6;22;661.45;20
311;1;13/01/2016 23:00;1.2;3.4;21.9;652.067;20
312;1;14/01/2016 00:00;1.5;3.6;21.8;627.067;20
313;1;14/01/2016 01:00;1.6;3.4;21.7;598.933;20
314;1;14/01/2016 02:00;1.3;3.2;21.6;574.967;20
315;1;14/01/2016 03:00;1.7;3.7;21.5;552.05;20
316;1;14/01/2016 04:00;1.4;3.9;21.4;531.217;20
317;1;14/01/2016 05:00;1.6;4.2;21.4;515.6;20
318;1;14/01/2016 06:00;1.5;4.3;21.7;492.683;20
319;1;14/01/2016 07:00;1.4;4.2;21.9;451.017;20
320;1;14/01/2016 08:00;2.2;4.3;22.1;523.917;20
321;1;14/01/2016 09:00;3.5;4.2;22.4;672.883;20
322;1;14/01/2016 10:00;7.1;4.6;22.6;939.55;20
323;1;14/01/2016 11:00;16.8;4.7;22.6;734.367;67.025
324;1;14/01/2016 12:00;16.9;5.6;22.8;710.4;55.887
325;1;14/01/2016 13:00;16.9;7;22.8;657.25;39.8
326;1;14/01/2016 14:00;16.6;7.5;23;671.833;50.937
327;1;14/01/2016 15:00;16.7;7.9;23.2;690.6;23.712
328;1;14/01/2016 16:00;16.9;6.1;23.4;723.933;20
329;1;14/01/2016 17:00;16.9;5.5;23.4;705.183;20
330;1;14/01/2016 18:00;16.8;5.4;23.3;659.367;20
331;1;14/01/2016 19:00;11.8;5.5;23.1;619.767;20
332;1;14/01/2016 20:00;1.5;4.6;22.9;709.367;20
333;1;14/01/2016 21:00;1.4;4.6;22.2;655.2;20
334;1;14/01/2016 22:00;1.6;4.5;21.9;623.933;20
335;1;14/01/2016 23:00;1.3;4;21.8;596.85;20
336;1;15/01/2016 00:00;1.6;4.1;21.6;569.767;20
337;1;15/01/2016 01:00;1.5;3.5;21.5;549.967;20
338;1;15/01/2016 02:00;1.3;3.4;21.4;526.017;20
339;1;15/01/2016 03:00;1.7;3;21.2;504.133;20
340;1;15/01/2016 04:00;1.4;2.7;21.2;485.383;20
341;1;15/01/2016 05:00;1.6;2.6;21.1;472.9;20
342;1;15/01/2016 06:00;1.5;3.1;21.5;471.85;20
343;1;15/01/2016 07:00;1.4;2.7;21.8;473.917;20
344;1;15/01/2016 08:00;2.2;2.8;22;513.5;20
345;1;15/01/2016 09:00;3.7;2.7;22.5;609.35;20
346;1;15/01/2016 10:00;3.6;2.7;22.7;743.733;36.087
347;1;15/01/2016 11:00;5.2;2.9;22.5;943.733;69.5
348;1;15/01/2016 12:00;5.8;3.7;22.8;971.833;125.187
349;1;15/01/2016 13:00;5.8;5.1;22.9;1004.167;57.125
350;1;15/01/2016 14:00;6;5.5;23.1;1086.417;54.65
351;1;15/01/2016 15:00;5.7;5.3;23.3;1230.167;34.85
352;1;15/01/2016 16:00;6.2;5.2;23.5;1309.367;33.612
353;1;15/01/2016 17:00;5.9;4.7;23.4;1318.717;20
354;1;15/01/2016 18:00;4.3;4.2;23.3;1235.4;20
355;1;15/01/2016 19:00;2.6;3.8;23.1;1128.1;20
356;1;15/01/2016 20:00;1.4;3.7;22.8;1014.567;20
357;1;15/01/2016 21:00;1.7;3.5;22.5;916.65;20
358;1;15/01/2016 22:00;1.3;3.5;22.2;822.9;20
359;1;15/01/2016 23:00;1.5;3.1;22.1;767.683;20
360;1;16/01/2016 00:00;1.5;3.4;21.8;724.967;20
361;1;16/01/2016 01:00;1.6;2.8;21.7;674.983;20
362;1;16/01/2016 02:00;1.4;3;21.6;640.6;20
363;1;16/01/2016 03:00;1.5;2.5;21.5;613.517;20
364;1;16/01/2016 04:00;1.6;2.4;21.4;580.183;20
365;1;16/01/2016 05:00;1.4;2.5;21.3;558.3;20
366;1;16/01/2016 06:00;1.4;1.7;21.1;542.683;20
367;1;16/01/2016 07:00;1.6;1.2;21.1;529.133;20
368;1;16/01/2016 08:00;1.5;2.1;21;512.467;20
369;1;16/01/2016 09:00;1.5;1.9;20.9;508.3;20
370;1;16/01/2016 10:00;1.5;2.4;20.6;493.733;27.425
371;1;16/01/2016 11:00;1.6;3.5;20.6;484.35;174.687
372;1;16/01/2016 12:00;1.5;4.6;20.6;483.3;78.162
373;1;16/01/2016 13:00;1.3;5;20.6;470.783;96.725
374;1;16/01/2016 14:00;1.6;5.4;20.6;466.633;90.537
375;1;16/01/2016 15:00;1.5;5.7;20.8;457.267;34.85
376;1;16/01/2016 16:00;1.4;5.9;20.8;448.95;49.7
377;1;16/01/2016 17:00;1.5;5.6;20.8;448.917;20
378;1;16/01/2016 18:00;1.6;5.3;20.7;445.8;20
379;1;16/01/2016 19:00;1.4;5;20.6;435.383;20
380;1;16/01/2016 20:00;1.5;4.6;20.6;435.383;20
381;1;16/01/2016 21:00;1.5;3.8;20.5;437.467;20
382;1;16/01/2016 22:00;1.5;3.3;20.5;434.35;20
383;1;16/01/2016 23:00;1.6;2.6;20.4;433.317;20
384;1;17/01/2016 00:00;1.4;3;20.4;435.4;20
385;1;17/01/2016 01:00;1.3;3.2;20.3;429.133;20
386;1;17/01/2016 02:00;1.6;3.2;20.3;424.983;20
387;1;17/01/2016 03:00;1.2;2.7;20.3;424.983;20
388;1;17/01/2016 04:00;1.6;2.7;20.3;423.933;20
389;1;17/01/2016 05:00;1.4;2.9;20.2;422.9;20
390;1;17/01/2016 06:00;1.5;2.9;20.2;424.967;20
391;1;17/01/2016 07:00;1.5;3;20.2;419.767;20
392;1;17/01/2016 08:00;1.6;2.8;20.1;420.8;20
393;1;17/01/2016 09:00;1.4;3.3;20.1;422.867;20
394;1;17/01/2016 10:00;1.5;3.4;20.1;419.767;22.475
395;1;17/01/2016 11:00;1.7;4;20;420.783;50.937
396;1;17/01/2016 12:00;1.3;4.6;20.1;419.767;73.212
397;1;17/01/2016 13:00;1.5;4.8;20.1;418.717;42.275
398;1;17/01/2016 14:00;1.5;4.8;20.1;416.65;28.662
399;1;17/01/2016 15:00;1.5;4.6;20.1;418.717;59.6
400;1;17/01/2016 16:00;1.4;4.5;20;419.75;39.8
401;1;17/01/2016 17:00;1.6;4.3;20;409.35;20
402;1;17/01/2016 18:00;1.4;3.7;20;410.383;20
403;1;17/01/2016 19:00;1.6;3.3;19.9;411.417;20
404;1;17/01/2016 20:00;1.3;3;19.9;406.233;20
405;1;17/01/2016 21:00;1.7;2.2;19.9;411.433;20
406;1;17/01/2016 22:00;1.4;1.7;19.8;412.467;20
407;1;17/01/2016 23:00;1.6;1;19.8;414.55;20
408;1;18/01/2016 00:00;1.4;0.4;19.7;409.35;20
409;1;18/01/2016 01:00;1.4;;19.6;405.183;20
410;1;18/01/2016 02:00;1.6;-0.2;19.5;407.267;20
411;1;18/01/2016 03:00;1.4;-0.3;19.5;411.417;20
412;1;18/01/2016 04:00;1.5;-0.5;19.4;407.25;20
413;1;18/01/2016 05:00;1.5;-0.7;19.5;404.15;20
414;1;18/01/2016 06:00;1.4;-0.8;20.5;397.9;20
415;1;18/01/2016 07:00;1.6;-0.9;20.9;405.183;20
416;1;18/01/2016 08:00;1.5;-1;21.2;463.517;20
417;1;18/01/2016 09:00;1.5;-1.1;21.6;595.817;20
418;1;18/01/2016 10:00;1.2;-1;22;886.45;38.562
